"代號","名稱","股價日期","成交","股價最高","股價最低","成交張數","5日均線","10日均線","月均線","季均線"
="5205","中茂","09/09","7.69","7.69","7.59","3","7.33↗","7.57↗","7.87↘","8.85↗"
="5206","坤悅","09/09","17.4","17.4","17.25","161","17.11↗","16.88↗","16.61↗","16.86↗"
="5209","新鼎","09/09","68.4","68.6","67.2","87","67.12↗","66.98↗","66.6↗","64.14↗"
="5210","寶碩","09/09","9.19","9.2","9.1","26","9.14↗","9.13↘","9.1↗","8.34↗"
="5211","蒙恬","09/09","15.15","15.2","14.95","124","15.09→","15.01↗","14.93↗","14.95↗"
="5212","凌網","09/09","44.5","45.25","44.2","4","44.34↘","44.55↘","45.22↘","47.7↘"
="5213","亞昕","09/09","15","15.05","14.9","120","14.99↗","15.01↘","14.95↗","14.94↘"
="5220","萬達光電","09/09","52.5","53","51.6","781","54.98↘","57.75↘","57.3↘","46.44↗"
="5223","安力-KY","09/09","69.3","69.6","65.3","897","68.48↘","72.12↘","68.49↗","57.1↗"
="5227","立凱-KY","09/09","16.8","16.85","15.1","3,665","16.37↗","14.5↗","13.26↗","14.34↗"
="5230","雷笛克光學","09/09","24.05","24.05","23.95","25","23.95↗","23.74↗","23.73↗","23.65↗"
="5245","智晶","09/09","33.7","34.05","33.1","76","34.28↘","34.79↘","36.02↘","39.48↘"
="5251","天鉞電","09/09","13.25","13.25","13","25","12.96↗","12.89↘","12.64↗","13.04↘"
="5263","智崴","09/09","102.5","103","102","24","103.9↘","104.2↘","105↘","108.8↘"
="5272","笙科","09/09","18.9","18.9","18.6","64","18.73↗","18.76↘","19.08↘","19.95↗"
="5274","信驊","09/09","1145","1155","1115","139","1180↘","1199↘","1180↗","1225.6↘"
="5276","達輝-KY","09/09","10.3","10.3","9.96","171","9.46↗","9.26↗","9.32↗","9.05↗"
="5278","尚凡","09/09","116.5","117","115.5","9","117↗","116.6→","117.6↘","121.9↘"
="5281","大峽谷-KY","09/09","24.35","24.5","24.2","37","24.98↘","25.42↘","25.27↗","24.08↗"
="5287","數字","09/09","215","216","215","275","216.6↘","217↘","217.7↘","220.5↘"
="5289","宜鼎","09/09","149","151.5","148.5","865","153.1↘","155.6↘","162.2↘","174.9↘"
="5291","邑昇","09/09","23.8","23.85","23.3","176","23.71↗","23.22↗","22.7↗","22.52↗"
="5299","杰力","09/09","106.5","107","105","266","108.2↘","109.2↘","108.7↘","114.1↘"
="5301","寶得利","09/09","16.65","17.15","16.45","519","16.6↗","15.51↗","12.97↗","11.04↗"
="5302","太欣","09/09","7","7","6.75","397","6.84↗","6.81↗","6.68↗","6.52↗"
="5304","鼎創達","09/09","3.29","3.29","3.27","55","3.29↗","3.27↗","3.27↗","3.13↗"
="5306","桂盟","09/09","182.5","183.5","179.5","467","182.6↘","188.4↘","190.3↘","172.5↗"
="5309","系統電","09/09","36.8","36.8","35.05","1,373","36.62↘","37.7↘","36.49↘","34.31↗"
="5310","天剛","09/09","15.8","15.8","14.1","594","15.53↘","16.18↘","15.96↗","10.82↗"
="5312","寶島科","09/09","60","60","59.5","2","60.22↗","60.06↗","60.14↘","63.66↘"
="5314","世紀","09/09","5.39","5.57","5.38","10","5.38↗","5.53↘","5.8↘","5.78↗"
="5315","光聯","09/09","13.5","13.6","13.4","70","13.64↘","13.48↗","13.36↗","13.56↘"
="5321","友銓","09/09","40.9","41","39.4","94","41.64↘","42.28↗","41.94↘","42.13↗"
="5324","士開","09/09","10.45","10.7","10.15","352","11.06↗","10.55↗","9.58↗","8.56↗"
="5328","華容","09/09","9.05","9.14","8.9","662","9.05↗","9.04↗","8.76↗","8.6↗"
="5340","建榮","09/09","39.5","39.85","39.4","441","40.14↘","40.8↘","41.93↘","44.45↘"
="5344","立衛","09/09","15.65","15.95","14.7","533","15.15↗","14.67↗","14.64↗","14.46↗"
="5345","天揚","09/09","9.88","9.88","9","44","9.64↘","9.8↗","9.82↘","10.65↗"
="5347","世界","09/09","96.2","96.8","93.2","4,424","95.7↗","94.69↗","92.4↗","87.09↗"
="5348","系通","09/09","7.27","7.27","7.27","0.0","7.01↗","7.05↗","7.12↗","7.14↗"
="5349","先豐","09/09","23.95","24","23.7","290","24.35↘","24.37↘","24.94↘","25.27↗"
="5351","鈺創","09/09","9.99","10.05","9.87","3,005","10.1↘","10.13↘","10.08↘","9.84↗"
="5353","台林","09/09","17.05","17.15","16.85","70","16.92↗","16.73↗","16.62↗","17.19↘"
="5355","佳總","09/09","6.85","6.89","6.5","774","6.86↗","6.71↗","6.02↗","5.2↗"
="5356","協益","09/09","26.7","26.75","26.5","36","26.74↗","26.7↗","26.55↗","27.44↘"
="5364","力麗店","09/09","14.2","14.25","14.1","15","14.19↘","14.15↘","14.53↘","18.95↘"
="5371","中光電","09/09","35.2","35.25","34.75","1,246","35.84↘","35.89↘","35.63↗","34.05↗"
="5381","合正","09/09","3.48","3.93","3.46","285","3.38↗","3.37↘","3.44↘","3.67↗"
="5383","金利","09/09","23.8","23.9","23.5","112","24.59↘","24.56↘","24.9↘","25.43↗"
="5386","青雲","09/09","28.45","28.9","28.2","162","28.79↘","28.82↘","28.87↘","29.26↘"
="5392","應華","09/09","25.8","26.3","25.15","1,141","25.86↗","25.26↗","24.7↗","24.83↗"
="5398","慕康生醫","09/09","20.55","21.35","20.45","26","21.48↘","21.36↗","20.35↘","23.22↘"
="5403","中菲","09/09","52.8","53","52.7","81","53↘","53.11↘","52.93↘","54.85↘"
="5410","國眾","09/09","21.3","21.35","21.15","151","21.41↘","21.72↗","21.44↗","21.83↗"
="5425","台半","09/09","40.6","40.8","39.4","2,570","40.87↘","40.08↗","38.16↗","39.15↘"
="5426","振發","09/09","11.15","11.15","10.95","245","11.17↗","11.03↗","10.92↗","10.83↗"
="5432","達威","09/09","17.35","17.35","17.05","24","17.23↗","17.23↗","17.21↗","16.89↗"
="5438","東友","09/09","11.9","11.9","11.7","65","11.85↗","11.8↗","11.74↗","11.78↘"
="5439","高技","09/09","44.7","44.9","44.15","274","44.98↘","44.91↗","44.31↗","46.41↘"
="5443","均豪","09/09","22.2","22.2","21.6","471","22.22↗","22.46↘","21.91↗","21.27↗"
="5450","寶聯通","09/09","21.9","22.1","21.55","119","21.72↗","20.36↗","19.48↗","17.55↗"
="5452","佶優","09/09","9.93","9.93","9.52","1,087","9.59↗","9.19↗","8.98↗","7.57↗"
="5455","昇益","09/09","17","17","17","0","17→","17→","16.99↗","17.3→"
="5457","宣德","09/09","111.5","115","110","4,750","114.5↘","119.6↘","117.5↗","97.41↗"
="5460","同協","09/09","10.95","10.95","10.8","280","10.89↗","10.85↗","10.85↘","11.08→"
="5464","霖宏","09/09","11.2","11.2","11","14","11.41↘","11.46↘","11.49↘","11.63↘"
="5465","富驊","09/09","20.75","21.4","20.55","1,018","20.9↘","20.78↗","19.12↗","17.8↗"
="5468","凱鈺","09/09","11.4","11.85","11.2","8","11.7↘","11.96↘","11.96↗","11.36↗"
="5474","聰泰","09/09","341","343","321","940","347.9↘","341.6↗","301.6↗","238↗"
="5475","德宏","09/09","3.25","3.25","3.1","233","3.14↗","2.92↗","2.71↗","2.47↗"
="5478","智冠","09/09","89.3","89.8","88.3","235","90.82↘","92.87↘","97.1↘","105.1↘"
="5481","新華","09/09","16.1","16.2","15.75","307","16.15↘","16.54↗","15.53↗","14.22↗"
="5483","中美晶","09/09","102","102","98.9","8,182","101.2↗","99.23↗","99.78↘","98.74↗"
="5487","通泰","09/09","35","35","34.35","12","35.2↘","35.38↘","35.08↘","34.33↗"
="5488","松普","09/09","6.27","6.27","6.07","223","6.17↗","6.07↗","5.94↗","5.82↗"
="5489","彩富","09/09","29.3","29.3","29.1","30","29.41↘","29.39↗","29.36↘","30.51↘"
="5490","同亨","09/09","28.95","29","28.25","226","29.09↘","30.36↗","28.87↗","27.17↗"
="5493","三聯","09/09","42.5","43.25","42.4","70","43.97↘","43.17↗","41.55↗","42.05↗"
="5498","凱崴","09/09","11","11","10.9","454","11.04↘","11.16↘","11.3↘","11.6↘"
="5508","永信建","09/09","39.6","40","39.1","250","39.52↗","38.62↗","37.99↗","35.07↗"
="5511","德昌","09/09","31.2","31.2","30.8","130","31.61↘","31.08↗","30.25↗","29.75↗"
="5512","力麒","09/09","9.57","9.6","9.51","727","9.55↗","9.45↗","9.41↗","9.64↘"
="5514","三豐","09/09","18.6","18.6","18.5","13","18.86↘","18.88↘","18.95↗","19.19↘"
="5516","雙喜","09/09","15.75","15.95","15.7","10","15.77↗","15.42↗","15.49↘","15.93↗"
="5520","力泰","09/09","45.5","45.5","45.5","7","45.97↗","43.9↗","42.97↗","41.01↗"
="5523","豐謙","09/09","13.3","13.3","13.2","73","13.22↗","13.17↗","13.1↗","12.22↗"
="5529","志嘉","09/09","6.15","6.25","6.04","178","6.17→","6.15↘","6.09↗","6.09↘"
="5530","龍巖","09/09","55.2","55.7","54.9","202","55.52↗","55.32↘","55.63↘","57.54↘"
="5536","聖暉","09/09","201","202","198.5","251","200.4↗","202↘","199.7↗","199.5↘"
="5543","崇佑-KY","09/09","52.6","52.7","52","68","51.9↗","51.68↗","50.03↗","40.85↗"
="5601","台聯櫃","09/09","24.5","24.5","24.5","0","24.48↗","24.43↘","24.64↘","25.24↘"
="5603","陸海","09/09","9.99","10.1","9.91","416","9.99↘","9.98↗","9.98↘","9.99↗"
="5604","中連貨","09/09","59.3","59.3","58.8","24","59.64↘","59.97↘","59.01↗","61.66↘"
="5609","中菲行","09/09","65.4","66.8","64.5","4,642","67.48↘","66.26↗","61.04↗","46.75↗"
="5701","劍湖山","09/09","2.84","2.89","2.75","1,166","2.65↗","2.56↗","2.54↘","3.06↘"
="5703","亞都","09/09","22","22","22","1","22.48↘","22.54↘","22.57↘","22.66↘"
="5704","老爺知","09/09","30.85","31","30.25","67","30.87↘","29.8↗","28.77↗","29↗"
="5820","日盛金","09/09","10.7","10.75","10.55","1,575","10.63↗","10.58↗","10.4↗","10.24↗"
="5864","致和證","09/09","10.15","10.2","9.97","280","9.94↗","9.71↗","9.41↗","9.16↗"
="5878","台名","09/09","47.1","47.1","47.1","0","47.17↘","47.35↘","47.32↘","46.54↗"
="5902","德記","09/09","16.85","17","16.7","129","17.44↘","17.66↘","16.98↗","14.29↗"
="5903","全家","09/09","263.5","264.5","263","14","265.5↘","267.5↘","265.9↗","255.5↗"
="5904","寶雅","09/09","561","565","557","78","572.8↘","580↘","586.5↘","596.2↘"
="5905","南仁湖","09/09","9.47","9.55","9.31","492","9.31↗","9.32↘","9.51↘","10.41↘"
="6015","宏遠證","09/09","8.18","8.18","8.01","1,074","8.33↘","8.33↗","8.23↘","7.85↗"
="6016","康和證","09/09","10.95","11","10.75","2,328","11.13↘","10.92↗","10.53↗","9.33↗"
="6020","大展證","09/09","14.05","14.2","14.05","11","14.2↘","14.22↘","14.17↘","13.75↗"
="6021","大慶證","09/09","15.7","15.7","15.7","16","15.73↘","15.87↘","15.85↘","15.73↗"
="6023","元大期","09/09","53.7","53.9","53.6","146","54.32↘","54.6↘","55.19↘","55.09↘"
="6026","福邦證","09/09","9.3","9.37","9.21","398","9.4↘","9.37↗","9.19↗","9.35↗"
="6101","寬魚國際","09/09","23.6","24","23.2","8","23.51↘","23.92↘","25.08↘","28.26↘"
="6103","合邦","09/09","6.86","6.86","6.86","1","7.05↘","7.43↘","7.72↘","8.17↘"
="6104","創惟","09/09","72.2","72.2","70","2,415","71.78↘","71.55↘","69.66↗","68.6↗"
="6109","亞元","09/09","15.35","15.8","15","641","16.06↘","16.5↘","16.08↗","13.49↗"
="6111","大宇資","09/09","74.6","74.7","72.3","129","74.22↘","74.66↘","74.27↘","78.14↘"
="6113","亞矽","09/09","6.4","6.4","6.36","30","6.42↗","6.34↗","6.28↗","6.18↗"
="6114","久威","09/09","22.15","22.15","21.9","29","22.2↘","22.06↗","22↘","24.72↘"
="6118","建達","09/09","11.2","11.45","11","966","11.19↘","11.09↗","11.14↘","10.97↗"
="6121","新普","09/09","321.5","323","320","220","325.1↘","328.3↘","333.1↘","335.9↘"
="6122","擎邦","09/09","12.6","12.8","12.4","197","13.54↘","13.57↘","13.5↘","13.59↘"
="6123","上奇","09/09","41.95","42.05","40.95","97","42.23↘","42.19↘","41.74↗","40.83↗"
="6124","業強","09/09","31.85","32.55","30.8","36","33.12↘","33.44↘","34.18↘","33.17↗"
="6125","廣運","09/09","27.5","28.05","26.2","9,917","28.38↘","27.64↗","26.07↗","20.53↗"
="6126","信音","09/09","25.05","25.5","24.5","3,301","24.52↗","23.79↗","22.19↗","18.69↗"
="6127","九豪","09/09","16.25","16.45","15.95","661","16.23↗","16.1↗","16.28↘","16.62↘"
="6129","普誠","09/09","7.73","7.9","7.32","1,528","7.51↗","7.3↗","7.17↗","7.01↗"
="6130","星寶國際","09/09","27.3","27.3","26.85","3","27.43↘","27.65↗","28.3↘","28.87↗"
="6134","萬旭","09/09","9.8","9.8","9.65","124","9.71↗","9.37↗","9.3↗","8.81↗"
="6138","茂達","09/09","77.1","77.5","76.5","640","79.22↘","79.58↘","80.11↘","83.29↘"
="6140","訊達","09/09","29.7","29.7","28","465","28.68↗","28.82↗","25.65↗","19.7↗"
="6143","振曜","09/09","36.3","36.8","36.2","84","36.81↘","36.66↘","36.81↘","39.3↘"
="6144","得利影","09/09","6.12","6.6","5.87","48","6.12↗","5.9↗","5.82↗","5.9↘"
="6146","耕興","09/09","257","259.5","253.5","115","261.5↘","265.6↘","264.4↗","251.9↗"
="6147","頎邦","09/09","57.2","57.3","56.4","1,465","56.88↗","56.67→","56.72↘","60.59↘"
="6148","驊宏資","09/09","11.8","11.8","11.45","44","11.72↗","11.38↗","10.99↗","10.55↗"
="6150","撼訊","09/09","57","59.9","56.1","5,235","55.38↗","53.08↗","50.28↗","49.45↗"
="6151","晉倫","09/09","21.35","21.35","21.15","95","21.32↗","21.17↗","20.82↗","20.84↘"
="6154","順發","09/09","13.8","13.9","13.7","40","13.81→","13.62↗","13.68↘","13.64↗"
="6156","松上","09/09","19.75","20","19.2","1,263","20.3↘","20.95↘","20.17↗","17.8↗"
="6158","禾昌","09/09","32.3","33.9","31.75","1,662","32.34↘","32.23↗","30.95↗","28.22↗"
="6160","欣技","09/09","12.1","12.1","11.95","47","12.05↗","12.04↗","11.97↗","12.12↗"
="6161","捷波","09/09","17.85","17.9","17.7","94","18.08↘","18.19↘","18.16↘","18.3↘"
="6163","華電網","09/09","17.3","17.35","17.1","503","17.49↘","17.4↗","17.34↗","17.15↗"
="6167","久正","09/09","7.47","7.49","7.35","256","7.37↗","7.27↗","7.1↗","7.12↗"
="6169","昱泉","09/09","23.45","23.55","22.4","208","23.45↘","23.8↘","26.4↘","40.93↘"
="6170","統振","09/09","19.3","19.4","19.15","712","19.15→","19.16↗","19.5↘","19.79↗"
="6171","亞銳士","09/09","25.05","25.15","24.75","74","25.31↗","24.96↗","24.69↗","24.12↗"
="6173","信昌電","09/09","54.3","54.3","53","727","53.9↘","54.16↗","53.91↘","53.89↘"
="6174","安碁","09/09","11.9","12","11.85","34","11.91↘","11.92↗","11.68↗","11.47↗"
="6175","立敦","09/09","22.9","22.9","22.3","175","22.83↗","22.74↗","22.84↗","22.52↗"
="6179","亞通","09/09","40.3","40.3","38.45","1,163","39.35↗","39.16↗","39.25↘","38.6↗"
="6180","橘子","09/09","66.9","67","65.6","661","66.82↗","67.17↘","67.99↘","69.7↗"
="6182","合晶","09/09","35.9","35.95","34.6","7,963","35.6↗","35.28↗","35.02↗","35.07↗"
="6185","幃翔","09/09","14.45","14.8","14.3","1,235","14.57↗","14.49↘","14.5↘","15.25↘"
="6186","新潤","09/09","28.9","29","28.5","612","28.25↗","27.96↗","27.68↗","29.62↘"
="6187","萬潤","09/09","64.1","64.1","62.5","1,396","64.24↘","65.95↗","62.36↗","54.83↗"
="6188","廣明","09/09","40","40.55","39.3","6,310","40.84↘","41.74↘","39.32↗","35.09↗"
="6190","萬泰科","09/09","15.95","15.95","15.8","169","15.87↗","15.76↗","15.5↗","15.27↗"
="6194","育富","09/09","34.85","34.85","32.7","746","33.95↗","32.98↗","30.86↗","27.59↗"
="6195","詩肯","09/09","38.15","38.65","37","205","36.45↗","35.54↗","34.76↗","34.35↗"
="6198","凌泰","09/09","13.5","13.5","13.5","1","13.58↘","13.64↘","13.7↘","13.91↗"
="6199","天品","09/09","12","12","12","0.4","12.03↘","12.12↘","12↗","11.9↗"
="6203","海韻電","09/09","69.5","69.5","67.2","314","69.16↘","70.2↗","70.23↘","71↗"
="6204","艾華","09/09","56.4","56.4","49.1","443","52.71↗","47.05↗","43.81↗","38.21↗"
="6207","雷科","09/09","23.95","24.05","23.6","232","23.71↗","23.67↗","23.53↗","23.68↗"
="6208","日揚","09/09","35.7","35.8","34.7","993","36.4↘","36.66↘","36.49↘","35.56↗"
="6210","慶生","09/09","40.6","40.6","40.4","34","41↘","41.01↘","41.29↘","44.02↘"
="6212","理銘","09/09","56","56","56","0","56→","55.87↗","55.49↘","50.69↗"
="6217","中探針","09/09","35.1","35.4","34.15","1,298","36.03↗","33.68↗","32.36↗","32.7↗"
="6218","豪勉","09/09","19.6","19.7","19.55","16","19.59↗","19.59↘","19.65↘","20.14↘"
="6219","富旺","09/09","15.3","15.9","15.2","2,730","15↗","14.84↗","14.3↗","13.96↗"
="6220","岳豐","09/09","30","30","28.8","1,686","30.72↘","29.48↗","26.05↗","22.12↗"
="6221","晉泰","09/09","46.4","46.8","44.85","710","47.7↘","49.71↘","49.67↘","58.28↘"
="6222","上揚","09/09","14.2","14.2","14.1","15","14.27↗","14↗","13.81↗","13.72↗"
="6223","旺矽","09/09","108.5","109","100.5","4,902","108.1↘","111.4↘","116.5↘","119.3↗"
="6227","茂綸","09/09","34.5","34.5","32.3","843","33.48↘","33.03↗","30.52↗","26.28↗"
="6228","全譜","09/09","8.13","8.13","8.1","18","8.22↘","8.31↘","8.41↘","7.77↗"
="6229","研通","09/09","29","29","27.55","698","29.54↘","27.74↗","24.05↗","19.05↗"
="6231","系微","09/09","102.5","103","99.1","652","105↘","104.8↘","105.6↘","107.7↗"
="6233","旺玖","09/09","15.9","16.2","15.3","2,306","15.95↗","15.85↗","15.56↘","14.74↗"
="6234","高僑","09/09","23.4","23.4","23","202","23.76↘","24.33↘","25.66↘","27.03↘"
="6236","康呈","09/09","9.69","9.69","9.69","5","9.62↗","9.64↘","9.77↘","9.52↗"
="6237","驊訊","09/09","45.45","45.45","42.8","1,665","45.18↘","44.18↗","39.62↗","33.68↗"
="6240","松崗","09/09","13.7","13.9","13.6","50","13.25↗","13.34↗","13.17↗","13.54↗"
="6241","易通展","09/09","17.45","17.5","17.3","25","17.7↘","18.12↘","18.1↘","16.96↗"
="6242","立康","09/09","37.5","37.5","37.5","3","37.16↗","37.25↗","37.15↗","37.13↗"
="6244","茂迪","09/09","26.65","27.65","22.8","59,807","26.62↗","23.94↗","20.49↗","12.62↗"
="6245","立端","09/09","56.2","56.5","55.2","310","55.64↗","55.7↘","56.41↘","58.53↘"
="6246","臺龍","09/09","10.25","10.25","9.93","9","10.1↗","10.05↗","10.08↘","9.91↗"
="6247","淇譽電","09/09","9.25","9.25","9.24","7","9.2↗","9.12↗","9.11↘","9.13↗"
="6248","沛波","09/09","25.5","25.9","25.45","50","27.36↘","27.82↘","27.66↘","27.42↘"
="6259","百徽","09/09","2.34","2.45","2.29","452","2.41↘","2.51↗","2.54↘","2.33↗"
="6261","久元","09/09","56.5","57","56.1","501","57.5↘","57.94↘","60.02↘","63.43↘"
="6263","普萊德","09/09","62","62.2","61.4","92","62.24↘","62.5↘","62.63↘","65.72↘"
="6264","富裔","09/09","6.07","6.18","6.05","257","6.14↘","6.22↘","6.53↘","6.37↗"
="6265","方土昶","09/09","6.38","6.4","6.25","177","6.34↗","6.3↗","6.27↗","6.27↗"
="6266","泰詠","09/09","19.8","19.8","19.4","486","20.07↗","19.72↗","19.39↗","19.05↘"
="6270","倍微","09/09","18.15","18.25","17.7","411","18.33↘","18.5↘","18.67↘","19.64↘"
="6274","台燿","09/09","129","129.5","122.5","5,223","122.9↗","121.4↗","122↗","133.7↘"
="6275","元山","09/09","18.95","19.15","18.6","1,004","18.64↗","18.63↗","18.46↗","17.88↗"
="6276","安鈦克","09/09","34.3","34.85","33","684","34.32↘","34.62↗","30.93↗","27.81↗"
="6279","胡連","09/09","74.3","74.5","73.8","146","73.98↘","74.46↘","74.88↗","78.84↘"
="6284","佳邦","09/09","38.65","39.15","37.55","5,285","38.1↗","37.38↗","35.8↗","33.93↗"
="6287","元隆","09/09","3.67","3.68","3.67","57","3.56↗","3.44↗","3.33↗","3.31↗"
="6290","良維","09/09","55.8","56.2","54.3","1,297","55.2↗","54.69↗","54.58↗","56.53↘"
="6291","沛亨","09/09","17.25","18.05","15.8","15","17.52↘","17.85↘","18.29↘","18.34↗"
="6292","迅德","09/09","35.55","35.75","35.3","101","35.69↗","35↗","34.34↗","35.08↘"
="6294","智基","09/09","111","111","110.5","22","110.2↘","111.2↗","109.5↗","108.6↘"
="6404","通訊-KY","09/09","6.23","6.23","5.8","185","5.58↗","5.26↗","5.17↗","4.75↗"
="6411","晶焱","09/09","81","81","80.1","169","81.62↘","81.97↘","83.79↘","87.78↘"
="6417","韋僑","09/09","62","62","61","8","62→","61.95↗","61.76↗","57.7↗"
="6418","詠昇","09/09","15.35","15.7","14.9","141","15.3↗","15.25↗","14.91↗","14.67↗"
="6419","京晨科","09/09","18.1","20","17.65","225","17.65↗","15.37↗","14.14↗","13.87↗"
="6425","易發","09/09","43.5","45","41.75","298","41.51↗","39.06↗","35.75↗","28.65↗"
="6426","統新","09/09","120.5","121.5","117","670","124↘","127.6↘","133.6↘","140.3↘"
="6432","今展科","09/09","35.7","36.45","34.55","710","37.34↘","35.92↗","33.23↗","30.6↗"
="6435","大中","09/09","91.2","91.3","90.4","107","91.72↘","92.91↘","91.42↗","91.48↗"
="6438","迅得","09/09","70.7","71.5","69.7","621","70.9↘","72.6↘","72.02↗","67.8↗"
="6441","廣錠","09/09","113","114.5","107.5","1,093","116.2↘","118.6↘","124.4↗","100.4↗"
="6446","藥華藥","09/09","107.5","108.5","106","490","108.5↘","110.8↘","109.3↘","116.9↘"
="6457","紘康","09/09","54.8","55.5","52.4","529","53.18↗","53.15↗","53.65↘","57.61↘"
="6461","益得","09/09","22.8","24.5","22.6","2,170","21.38↗","21.22↗","21.31↗","22.68↗"
="6462","神盾","09/09","171","172","168.5","858","169.3↗","167.2↗","169.7↘","186↘"
="6465","威潤","09/09","33.7","34","33.45","44","33.74↗","33.14↗","32.89↗","34.55↘"
="6469","大樹","09/09","93.5","98.9","93","1,437","107.7↘","108.6↘","99.71↗","92.13↗"
="6470","宇智","09/09","46.95","47.2","46.2","627","46.77↘","47.85↘","46.9↗","45.44↗"
="6472","保瑞","09/09","171.5","173.5","167.5","375","169↗","165.6↗","157.5↗","161.1↗"
="6482","弘煜科","09/09","26.8","26.8","26.8","0","26.66↗","26.56↗","26.81↘","30.87↘"
="6485","點序","09/09","24.5","24.5","23.7","86","24.78↘","24.62↗","24.59↘","25.37↘"
="6486","互動","09/09","67.2","67.4","67","71","67.96↘","68.95↘","70.22↘","73.81↘"
="6488","環球晶","09/09","392.5","395","388","1,478","394.7↘","394.8↘","397↘","407.2↗"
="6492","生華科","09/09","279","279","238","4,661","233↗","203.5↗","175.3↗","155↗"
="6494","九齊","09/09","34.2","34.2","33.35","107","34.38↘","35.05↘","34.59↘","35.04↗"
="6496","科懋","09/09","30.45","30.5","30.35","23","30.66↗","30.43↗","30.32↗","31.34↘"
="6499","益安","09/09","61.2","61.8","59.4","39","58.98↗","59.74↗","59.37↗","62.22↗"
="6506","雙邦","09/09","16.75","16.75","16.3","24","16.53↗","16.51↗","16.56↗","16.99↘"
="6508","惠光","09/09","30.75","30.8","30.6","55","30.81→","30.85↘","31.78↘","32.24↘"
="6509","聚和","09/09","22.55","22.7","22.1","806","22.42↘","22.44↗","21.96↗","22.46↗"
="6510","精測","09/09","661","671","646","1,520","688↘","697↘","706.6↘","773.8↘"
="6512","啟發電","09/09","14.5","14.5","14.5","3","14.48↗","14.18↗","13.99↗","13.97↗"
="6514","芮特-KY","09/09","52.3","52.6","52.2","20","53.7↘","54.01↘","55.41↘","61.26↘"
="6516","勤崴國際","09/09","86.4","87","86.2","13","87.22↘","87.65↘","89.42↘","91.84↗"
="6523","達爾膚","09/09","57.9","58.6","57.6","166","58.56↘","58.97↘","60.2↘","65.57↘"
="6527","明達醫","09/09","51.6","51.8","51.5","44","51.34↗","51.13↗","50.99↗","49.93↘"
="6530","創威","09/09","18.6","18.65","18.35","74","18.87↘","18.86↘","19.12↘","20.07↗"
="6532","瑞耘","09/09","61.1","61.3","59.4","453","63.96↘","65.89↘","66.05↘","72.25↘"
="6535","順藥","09/09","40.5","41.4","39.9","825","39.95↗","40.34↘","40.39↗","41.78↗"
="6538","倉和","09/09","268","278","268","3,205","273.2↗","261.2↘","250↗","237.2↗"
="6542","隆中","09/09","52.2","52.2","51.4","5","52.22↘","52.65↘","53.64↗","53.73↘"
="6547","高端疫苗","09/09","101.5","104","101","2,744","101.4↗","102.2↗","99.36↗","107.6↗"
="6548","長科*","09/09","37.6","37.6","34.6","2,814","36.11↗","36.72↗","36.6↘","33.28↗"
="6556","勝品","09/09","45.5","45.5","45.5","7","45.48↘","45.62↘","45.45↘","45.8↗"
="6560","欣普羅","09/09","74","74","72","451","73.18↘","74.1↗","62.36↗","45.52↗"
="6561","是方","09/09","373.5","374","353","233","365.1↗","373.7↘","376.4↗","363.3↘"
="6568","宏觀","09/09","155.5","155.5","150.5","95","157.3↘","157.4↗","150.7↗","145↗"
="6569","醫揚","09/09","137.5","139","137.5","35","139↘","138.9↘","138.3↗","158.2↘"
="6570","維田","09/09","36.8","37.2","36.8","53","37.12↗","36.83↗","36.38↘","40.39↘"
="6574","霈方","09/09","56.9","56.9","55.8","7","56.12↗","55.87↗","55.61↗","56.71↘"
="6576","逸達","09/09","98","103.5","93.2","3,189","92.08↗","88.89↗","83.94↗","88.66↗"
="6577","勁豐","09/09","73.9","74","73.9","9","74.08↘","73.94↗","73.25↗","74.18↘"
="6578","達邦蛋白","09/09","19.9","20","19.8","13","19.92↘","19.97↗","19.95↗","19.84↘"
="6588","東典光電","09/09","85.5","87","82.1","121","87.24↘","90.16↘","94.76↘",""
="6589","台康生技","09/09","63.7","69.3","63.5","21,839","63.52↗","63.19↗","59.78↗","57.43↗"
="6590","普鴻","09/09","48.15","48.8","48.1","54","49.52↘","50.17↘","51↘","52.69↘"
="6593","台灣銘板","09/09","26","26","25.8","4","25.76↗","25.66↗","25.79↗","25.52↗"
="6594","展匯科","09/09","34.1","35.15","33.5","178","35.93↗","34.51↗","33.67↗","30.32↗"
="6596","寬宏藝術","09/09","45.9","45.9","45.15","49","46.02↘","46.64↘","47.79↘","50.22↘"
="6603","富強鑫","09/09","9.71","9.8","9.44","424","9.39↗","9.19↗","9.06↗","9.01↗"
="6609","瀧澤科","09/09","24.85","24.9","24.4","151","24.28↗","23.99↗","23.65↗","24.75↘"
="6612","奈米醫材","09/09","64.8","65.1","64.5","40","65.5↘","66.21↘","66.81↘","70.99↘"
="6613","朋億","09/09","142.5","142.5","141.5","69","142.5→","143↘","143.1→","143.9↘"
="6615","慧智","09/09","58","58","57.8","8","56.36↗","56.47↗","57.47↘","62.1↘"
="6616","特昇-KY","09/09","28.15","28.15","27.7","6","28.06↗","28.02↘","28.1↗","27.83↗"
="6624","萬年清","09/09","39","39.5","37.4","94","39.55↗","37.53↗","36.63↗","37.66↘"
="6629","泰金-KY","09/09","59.7","59.7","58.9","24","58.66↗","58.15↗","58.32↗","56.42↗"
